0	SNOWDEN REVELATIONS WILL CONTINUE , ASSANGE SAYS	Pfostenschlitzmauer is the name for defensive walls protecting Iron Age hill forts and oppida in Central Europe, including especially in Bavaria and the Czech Republic.
0	SNOWDEN REVELATIONS WILL CONTINUE , ASSANGE SAYS	Edward Oliver Anderson was an American architect based in Salt Lake City, Utah.
0	SNOWDEN REVELATIONS WILL CONTINUE , ASSANGE SAYS	Silent Nights is a rock album released in 1985 by Rick Wakeman.
0	SNOWDEN REVELATIONS WILL CONTINUE , ASSANGE SAYS	Espinosa de Cerrato is a municipality located in the province of Palencia, Castile and León, Spain.
0	SNOWDEN REVELATIONS WILL CONTINUE , ASSANGE SAYS	The Sunday Times Fast Track 100 is a list published annually in December in partnership with The Sunday Times newspaper in the UK.
0	SNOWDEN REVELATIONS WILL CONTINUE , ASSANGE SAYS	Brett Johnson is an English footballer.
1	It is a condensed version of a story that will appear in tomorrow ’s New York Times	New York is the most populous city in the United States and the center of the New York metropolitan area, one of the most populous urban agglomerations in the world.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	Windermere is a well-to-do residential neighborhood in Seattle, Washington, named after Windermere in England 's Lake District.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	Redore is a neighborhood located within the city of Hibbing in St.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	The Electoral (Amendment) Act 1974 was a law in Ireland which provided for parliamentary constituencies for the 21st Dáil Éireann.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	Gold Medal in Metal is the first live DVD/CD released by Swedish heavy metal band Dream Evil.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	Rho-related BTB domain-containing protein 2 is a protein that in humans is encoded by the RHOBTB2 gene.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	The 107th Fighter Squadron is a unit of the Michigan Air National Guard 127th Wing.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	Greek orthography has used a variety of diacritics starting in the Hellenistic period.
0	It is a condensed version of a story that will appear in tomorrow ’s New York Times	Flower/Satan is Boring is a single by the alternative rock band Sonic Youth released in the United Kingdom in 1986, but quickly withdrawn at the band 's request.
1	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Washington, D.C., formally the District of Columbia and commonly referred to as Washington, "the District", or simply D.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	The 1995 Exxon World Sports Car Championship and Supreme GT Series seasons were the 25th season of the IMSA GT Championship.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Standing Still" is a song by female American artist Jewel.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Fompedraza is a municipality located in the province of Valladolid, Castile and León, Spain.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Children of the plantation" was a euphemism used in the 17th-century United States to identify the offspring of black slave women by their white owners.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Rudolph Dittrich was a German entomologist specialising in Coleoptera and Hymenoptera.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Sweet Homewrecker is the first full-length album by Canadian rock band Thrush Hermit.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Lake Edward, Rutanzige or Edward Nyanza is the smallest of the African Great Lakes.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	The Last American is a short future history novel by John Ames Mitchell.
1	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Julian Paul Assange is an Australian publisher and journalist.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	The Pursuit of Accidents is the third studio album released by the jazz/funk British musical group Level 42, in 1982.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	The Kala Ghoda Arts Festival is an annual festival, usually around nine days long, held in late January or early February, in the Kala Ghoda area of South Mumbai, India.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Chronic superficial keratitis, also known as pannus or Uberreiter ’s disease, is an inflammatory condition of the cornea in dogs, particularly seen in the German Shepherd Dog.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	February 28 is the 59th day of the year in the Gregorian calendar.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Christian Audigier, born on May 21, 1958 in Avignon, is a French fashion designer and entrepreneur, living in the United States.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Lembena, also known as Lembena Pii, Nanimba Pii, Uyalipa Pii, or Wapi Pii, is an Engan language spoken in Papua New Guinea.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Freder is a fictional character from the 1927 film Metropolis.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Centrosibir, short for the Central Executive Committee of Siberian Soviets, was elected by the First Congress of Siberian Soviets, held in Irkutsk from October 29 [O.
1	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	WikiLeaks is an international, online, non-profit, journalistic organisation which publishes secret information, news leaks, and classified media from anonymous sources.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	The Marine Corps Intelligence Activity, is a field activity headquarters, U.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Catholic Medical Center is a 330-bed not-for-profit full-service acute care hospital located in the West Side area of Manchester, New Hampshire, United States.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	David James Bancroft was an American baseball shortstop and manager.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	The Delhi-Mumbai Industrial Corridor Project is a State-Sponsored Industrial Development Project of the Government of India.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Doubt: A History: The Great Doubters and Their Legacy of Innovation from Socrates and Jesus to Thomas Jefferson and Emily Dickinson is a book by Jennifer Michael Hecht that appeared in 2003.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Charles H. Norton House in Plainville, Connecticut, was the home of the inventor and machinist Charles Hotchkiss Norton, born November 23, 1851 in Plainville.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Tkemali is the Georgian sour plum sauce made of such cherry plums.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J	Leeds railway station is the mainline railway station serving the city centre of Leeds in West Yorkshire, England.
1	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Edward Joseph Snowden is an American computer specialist, a former Central Intelligence Agency employee, former National Security Agency contractor.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Eugene "Gene" Short is a former American professional basketball player.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Shuckstack is a mountain in the Great Smoky Mountains of Swain County, North Carolina, in the southeastern United States.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Jan Kantůrek is a Czech translator of fantasy, science fiction, comics and westerns from English.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	The Union of Uzhhorod, also referred to as Union of Ungvár, was the 1646 decision of 63 Ruthenian Orthodox priests from the south slopes of the Carpathian Mountains, then within the Kingdom of Hungary
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Roger Palmer, 1st Earl of Castlemaine, PC was an English courtier, diplomat, and politician who sat in the House of Commons in 1660.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	José Manuel Conceiçāo Neto was a Portuguese footballer who played for S.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Mariposite is a mineral which is a chromium-rich variety of mica, which imparts an attractive green color to the generally white dolomitic marble in which it is commonly found.
0	WASHINGTON - Julian Assange , the founder of the anti-secrecy organization WikiLeaks , said Sunday that even as Edward J . Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Paul Brandon Gilbert is a virtuoso rock & roll guitarist.
1	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Moscow is the capital city and the most populous federal subject of Russia.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Muhammad Roby or usually called M.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Sorbus commixta is a species of flowering plant in the family Rosaceae, native to to Japan, the far east of Russia on Sakhalin, and in Korea on the island of Ulleungdo.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Earl of Portsmouth is a title in the Peerage of Great Britain.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Clément Prinsault was a 15th-century French heraldist.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Kevin Eugene Williams is a retired American professional basketball player.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Clyde Williams was a U.S. Representative from Missouri.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Donald Foster was an American actor who appeared periodically in a number of television series during the 1950s and 1960s, including Perry Mason, The Addams Family, and The Monkees.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Jill Ellen Abramson is an American author and journalist best known for her role as the executive editor of The New York Times.
1	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	The National Security Agency is the main producer and manager of signals intelligence for the United States government.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Agripada is an area in South Mumbai.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Raktamaritika is one of the lost kingdoms of Thai history.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Statelessness is a legal concept describing the lack of any nationality.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	David Mark Morrissey is an English actor, director, producer, and screenwriter.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Baron Bernhard Karl von Köhne, director of the section for arms in the heraldic department of the Russian senate, and well known numismatist in imperial Russia.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Nallabelly is a village and a mandal in Warangal district in the state of Andhra Pradesh in India.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Electronic data interchange is an electronic communication system that provides standards for exchanging data via any electronic means.
0	Snowden remained in diplomatic limbo at a Moscow airport , the disclosures from the classified documents he took as a National Security Agency contractor would continue	Richard Eilenberg was a German composer.
1	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Julian Paul Assange is an Australian publisher and journalist.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Daniel Isaac Axelrod was a leading twentieth-century paleoecologist specializing in Tertiary Cordilleran floras, in particular correlating fossil evidence of specific floras with climate change indica
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Chondrilla nucula is a sea sponge belonging to the Phylum Porifera.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	The Bird Innovator was an American four-engined executive amphibious airplane modified from a Consolidated PBY Catalina by the Bird Corporation.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Joshua Percy Flowers began purchasing land in the early years of the Great Depression to farm cotton and tobacco, and it produced crops until the 1970s.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	The Australian Counselling Association is a non-profit, professional organisation that is dedicated to the counselling profession.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	USSR in Construction was a propaganda journal published in the decade of 1930 to 1941, as well as briefly in 1949, in the Soviet Union.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Mohrkirch is a municipality in the district of Schleswig-Flensburg, in Schleswig-Holstein, Germany.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Kay Joyce Hawke is an English footballer, who most recently played as a goalkeeper for Lincoln Ladies in the FA WSL.
1	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	The American Broadcasting Company is an American media company that owns a commercial broadcast television network.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Meiseldorf is a town in the district of Horn in Lower Austria, Austria.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Paul Mulla or Monseigneur Paul was a Turkish Cretan who, after having been a fervent Muslim in his youth, had converted to the Roman Catholic Church and baptised in 1905, to the great sorrow of his fa
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Forty years before Jackie Robinson walked onto Ebbets ’ field, becoming the first black major leaguer since Moses Fleetwood Walker;
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Quercus laurifolia is a medium sized deciduous or semi-evergreen oak in the red oak section Quercus sect.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Alfredo Mayo was a Spanish actor.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Carlos Darwin Quintero Villalba is a professional Colombian football striker, currently playing for Santos Laguna in the Mexican Primera División.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	First Meditations (for quartet) is an album by John Coltrane recorded in 1965.
0	“ Look , there is no stopping the publishing process at this stage ,” Assange said on the ABC News program “ This Week	Lucius Cornelius Cinna was the son of the consul Lucius Cornelius Cinna, who was a supporter of politician Gaius Marius.
1	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	Edward Joseph Snowden is an American computer specialist, a former Central Intelligence Agency employee, former National Security Agency contractor.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	Tim Brent is a Canadian professional ice hockey player currently playing for Metallurg Magnitogorsk of the Kontinental Hockey League.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	A branch of the Telshe Yeshiva, the Yeshiva of Telshe Alumni is located in Riverdale, a neighborhood of the Bronx in New York City.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	The Spotted Flat Lizard is a lizard in the Cordylidae family.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	Akhil Gupta is an Indian-American anthropologist whose research has focused on the anthropology of the state and of development, as well as on postcolonialism.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	Theodore Clemens Esser, president of the T.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	Joseph Jermia is a boxer from Namibia, who participated in the 2004 Summer Olympics for his native African country.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	Kroppach is an Ortsgemeinde – a community belonging to a Verbandsgemeinde – in the Westerwaldkreis in Rhineland-Palatinate, Germany.
0	” “ Great care has been taken to make sure that Snowden can ’t be pressured by any state to stop the publication process	The First Encirclement Campaign against Jiangxi Soviet was a series of battles launched by the Chinese Nationalist Government intended to annihilate the Chinese Red Army, and destroy the Chinese Sovie
1	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Edward Joseph Snowden is an American computer specialist, a former Central Intelligence Agency employee, former National Security Agency contractor.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	A smoke detector also called a smoke alarm is a device that detects smoke, typically as an indicator of fire.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Eros Poli is an Italian former professional racing cyclist of the 1990s, notably employed as Mario Cipollini 's lead-out man in bunch sprints.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Achhut Kannya is a 1936 Hindi film.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	East Devon is a local government district in Devon, England.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	N.Y. Export: Op. Jazz is a ballet made by Jerome Robbins, subsequently balletmaster of New York City Ballet, to music of the same title by Robert Prince.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	The Rotterdam Half Marathon was an annual half marathon race over 21.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Alta Vista Public School is an Ottawa-Carleton District School Board elementary school in the Alta Vista neighbourhood of Ottawa, Ontario, Canada.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	The Trap is an adventure/romance film released in 1966, written by David D.
1	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Germany, officially the Federal Republic of Germany, is a federal parliamentary republic in western-central Europe.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Dweep is a puzzle game published in 1999 by Dexterity Software.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	XHUAC-FM is a college radio station that serves the area around Ensenada, Baja California.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	HMS K12 was a K class submarine built by Armstrong Whitworth, Newcastle upon Tyne.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Juha Lallukka is a Finnish cross country skier who has competed since 2001.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Brutus is a Czech rock musical group with a long tradition.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	A religious corporation is a type of religious non-profit organization, which has been incorporated under the law.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	CorbaScript is an object-oriented scripting language.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	The 4th César Awards ceremonies were held in 1979 and hosted by Charles Vanel.
1	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Der Spiegel is a German weekly news magazine published in Hamburg.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	The Bătrâna River is a tributary of the Bâlta River in Romania.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Buffered charcoal yeast extract agar is a selective growth medium used to culture or grow certain bacteria, particularly the Gram-negative species Legionella pneumophila.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Interleukin 3 receptor, alpha, also known as CD123, is a human gene.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Mike + The Mechanics are an English rock/pop supergroup formed in 1985 as a side project of Mike Rutherford, one of the founding members of the band Genesis.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Statistical noise is the colloquialism for recognized amounts of unexplained variation in a sample.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	FC Wageningen was a Dutch football club which was founded on August 27, 1911, The club played its matches in the Wageningse Berg stadium.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	A lanyard is a rope or cord, typically worn around the neck, shoulder, or wrist to carry an object.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Institut de Formation Internationale (IFI) is a leading school of international business located in Rouen, France.
1	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	The United States of America, commonly referred to as the United States, America or simply the States, is a federal republic consisting of 50 states and a federal district.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Abu'l Muzaffar Ala-ud-Din Bahman Shah, whose original name was Hasan Gangu or Hansan Kanku and also bore the title of Zafar Khan was the founder of the Bahmani sultanate.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Khwaja Haider Ali Aatish of Lucknow was an Urdu poet.
0	The fallout from Snowden ’s revelations widened this weekend as the German magazine Der Spiegel reported that the United States had eavesdropped on European Union offices in Washington , Brussels and at the United Nations in New York	Apache suEXEC is a feature of the Apache Web server.
